"CAGDP2 Gross domestic product (GDP) by county and metropolitan area 1/"
"Gross Domestic Product (GDP): All industry total (Thousands of dollars)" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"49420","Yakima, WA (Metropolitan Statistical Area)",10965764
"49620","York-Hanover, PA (Metropolitan Statistical Area)",21464969
"49660","Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",20967515
"49700","Yuba City, CA (Metropolitan Statistical Area)",7384911
"49740","Yuma, AZ (Metropolitan Statistical Area)",8118717
"Legend / Footnotes:"
"1/ Gross Domestic Product (GDP) is in thousands of current dollars (not adjusted for inflation). Industry detail is based on the 2012 North American Industry Classification System (NAICS)."
"* Broomfield County, CO, was created from parts of Adams, Boulder, Jefferson, and Weld counties effective November 15, 2001. Estimates for Broomfield county begin with 2002."
"* Virginia combination areas consist of one or two independent cities with 1980 populations of less than 100,000 combined with an adjacent county. The county name appears first, followed by the city name(s). Separate estimates for the jurisdictions making up the combination area are not available. Bedford County, VA includes the independent city of Bedford for all years."
"Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget (OMB) bulletin no. 20-01 issued March 6, 2020."
